,filename,class
4794,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_138_100.jpg,29
4795,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_140_100.jpg,29
4796,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_141_100.jpg,29
4797,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_143_100.jpg,29
4798,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_144_100.jpg,29
4799,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_145_100.jpg,29
4800,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_146_100.jpg,29
4801,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_189_100.jpg,29
4802,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_190_100.jpg,29
4803,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_191_100.jpg,29
4804,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_192_100.jpg,29
4805,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_193_100.jpg,29
4806,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_194_100.jpg,29
4807,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_195_100.jpg,29
4808,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_196_100.jpg,29
4809,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_197_100.jpg,29
4810,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_198_100.jpg,29
4811,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_199_100.jpg,29
4812,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_200_100.jpg,29
4813,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_201_100.jpg,29
4814,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_202_100.jpg,29
4815,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_203_100.jpg,29
4816,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_204_100.jpg,29
4817,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_205_100.jpg,29
4818,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_206_100.jpg,29
4819,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_207_100.jpg,29
4820,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_208_100.jpg,29
4821,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_209_100.jpg,29
4822,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_210_100.jpg,29
4823,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_211_100.jpg,29
4824,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_212_100.jpg,29
4825,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_213_100.jpg,29
4826,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_214_100.jpg,29
4827,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_215_100.jpg,29
4828,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_216_100.jpg,29
4829,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_218_100.jpg,29
4830,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_219_100.jpg,29
4831,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_269_100.jpg,29
4832,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_271_100.jpg,29
4833,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_272_100.jpg,29
4834,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_273_100.jpg,29
4835,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_274_100.jpg,29
4836,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_275_100.jpg,29
4837,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_276_100.jpg,29
4838,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_277_100.jpg,29
4839,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_278_100.jpg,29
4840,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_279_100.jpg,29
4841,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_280_100.jpg,29
4842,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_281_100.jpg,29
4843,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_282_100.jpg,29
4844,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_283_100.jpg,29
4845,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_284_100.jpg,29
4846,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_285_100.jpg,29
4847,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_286_100.jpg,29
4848,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_287_100.jpg,29
4849,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_288_100.jpg,29
4850,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_289_100.jpg,29
4851,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_290_100.jpg,29
4852,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_291_100.jpg,29
4853,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_292_100.jpg,29
4854,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_293_100.jpg,29
4855,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_294_100.jpg,29
4856,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_295_100.jpg,29
4857,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_296_100.jpg,29
4858,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_297_100.jpg,29
4859,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_298_100.jpg,29
4860,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_300_100.jpg,29
4861,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_301_100.jpg,29
4862,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r2_303_100.jpg,29
4863,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_12_100.jpg,29
4864,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_13_100.jpg,29
4865,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_14_100.jpg,29
4866,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_15_100.jpg,29
4867,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_16_100.jpg,29
4868,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_17_100.jpg,29
4869,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_18_100.jpg,29
4870,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_19_100.jpg,29
4871,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_20_100.jpg,29
4872,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_21_100.jpg,29
4873,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_22_100.jpg,29
4874,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_23_100.jpg,29
4875,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_24_100.jpg,29
4876,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_25_100.jpg,29
4877,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_26_100.jpg,29
4878,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_27_100.jpg,29
4879,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_28_100.jpg,29
4880,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_29_100.jpg,29
4881,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_30_100.jpg,29
4882,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_317_100.jpg,29
4883,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_318_100.jpg,29
4884,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_319_100.jpg,29
4885,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_31_100.jpg,29
4886,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_321_100.jpg,29
4887,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_322_100.jpg,29
4888,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_323_100.jpg,29
4889,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_324_100.jpg,29
4890,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_325_100.jpg,29
4891,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_326_100.jpg,29
4892,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_327_100.jpg,29
4893,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_32_100.jpg,29
4894,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_33_100.jpg,29
4895,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_34_100.jpg,29
4896,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_35_100.jpg,29
4897,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_36_100.jpg,29
4898,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_37_100.jpg,29
4899,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_38_100.jpg,29
4900,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_39_100.jpg,29
4901,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_40_100.jpg,29
4902,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_41_100.jpg,29
4903,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_42_100.jpg,29
4904,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_43_100.jpg,29
4905,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_44_100.jpg,29
4906,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_45_100.jpg,29
4907,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_46_100.jpg,29
4908,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_47_100.jpg,29
4909,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_48_100.jpg,29
4910,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_49_100.jpg,29
4911,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_50_100.jpg,29
4912,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_51_100.jpg,29
4913,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_52_100.jpg,29
4914,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_53_100.jpg,29
4915,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_54_100.jpg,29
4916,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_55_100.jpg,29
4917,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_56_100.jpg,29
4918,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_57_100.jpg,29
4919,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_58_100.jpg,29
4920,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_59_100.jpg,29
4921,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_60_100.jpg,29
4922,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_61_100.jpg,29
4923,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_62_100.jpg,29
4924,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_63_100.jpg,29
4925,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_64_100.jpg,29
4926,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_65_100.jpg,29
4927,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_66_100.jpg,29
4928,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_67_100.jpg,29
4929,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_68_100.jpg,29
4930,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_69_100.jpg,29
4931,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_70_100.jpg,29
4932,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_71_100.jpg,29
4933,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_72_100.jpg,29
4934,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_73_100.jpg,29
4935,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_74_100.jpg,29
4936,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_75_100.jpg,29
4937,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_76_100.jpg,29
4938,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_77_100.jpg,29
4939,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_78_100.jpg,29
4940,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_79_100.jpg,29
4941,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_80_100.jpg,29
4942,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_81_100.jpg,29
4943,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_82_100.jpg,29
4944,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Rainier/r_86_100.jpg,29
4945,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/164_100.jpg,30
4946,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/166_100.jpg,30
4947,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/167_100.jpg,30
4948,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/168_100.jpg,30
4949,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/169_100.jpg,30
4950,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/170_100.jpg,30
4951,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/171_100.jpg,30
4952,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/172_100.jpg,30
4953,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/173_100.jpg,30
4954,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/174_100.jpg,30
4955,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/175_100.jpg,30
4956,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/176_100.jpg,30
4957,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/177_100.jpg,30
4958,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/178_100.jpg,30
4959,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/179_100.jpg,30
4960,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/181_100.jpg,30
4961,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/182_100.jpg,30
4962,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/183_100.jpg,30
4963,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/184_100.jpg,30
4964,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/185_100.jpg,30
4965,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/186_100.jpg,30
4966,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/187_100.jpg,30
4967,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/188_100.jpg,30
4968,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/189_100.jpg,30
4969,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/192_100.jpg,30
4970,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/194_100.jpg,30
4971,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/195_100.jpg,30
4972,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/196_100.jpg,30
4973,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/197_100.jpg,30
4974,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/198_100.jpg,30
4975,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/199_100.jpg,30
4976,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/200_100.jpg,30
4977,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/201_100.jpg,30
4978,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/202_100.jpg,30
4979,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/203_100.jpg,30
4980,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/204_100.jpg,30
4981,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/205_100.jpg,30
4982,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/206_100.jpg,30
4983,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/207_100.jpg,30
4984,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/208_100.jpg,30
4985,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/211_100.jpg,30
4986,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/212_100.jpg,30
4987,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/213_100.jpg,30
4988,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/214_100.jpg,30
4989,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/215_100.jpg,30
4990,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/216_100.jpg,30
4991,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/217_100.jpg,30
4992,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/218_100.jpg,30
4993,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/219_100.jpg,30
4994,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/220_100.jpg,30
4995,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/221_100.jpg,30
4996,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/222_100.jpg,30
4997,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/223_100.jpg,30
4998,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/224_100.jpg,30
4999,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/225_100.jpg,30
5000,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/226_100.jpg,30
5001,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/227_100.jpg,30
5002,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/228_100.jpg,30
5003,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/229_100.jpg,30
5004,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/231_100.jpg,30
5005,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/232_100.jpg,30
5006,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/233_100.jpg,30
5007,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/234_100.jpg,30
5008,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/235_100.jpg,30
5009,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/236_100.jpg,30
5010,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/237_100.jpg,30
5011,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/238_100.jpg,30
5012,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/239_100.jpg,30
5013,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/240_100.jpg,30
5014,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/242_100.jpg,30
5015,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/243_100.jpg,30
5016,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/245_100.jpg,30
5017,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/256_100.jpg,30
5018,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/278_100.jpg,30
5019,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/36_100.jpg,30
5020,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/57_100.jpg,30
5021,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/61_100.jpg,30
5022,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/67_100.jpg,30
5023,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/71_100.jpg,30
5024,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/73_100.jpg,30
5025,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/75_100.jpg,30
5026,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/80_100.jpg,30
5027,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_100_100.jpg,30
5028,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_101_100.jpg,30
5029,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_102_100.jpg,30
5030,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_103_100.jpg,30
5031,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_104_100.jpg,30
5032,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_105_100.jpg,30
5033,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_106_100.jpg,30
5034,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_107_100.jpg,30
5035,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_108_100.jpg,30
5036,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_109_100.jpg,30
5037,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_110_100.jpg,30
5038,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_111_100.jpg,30
5039,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_112_100.jpg,30
5040,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_115_100.jpg,30
5041,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_116_100.jpg,30
5042,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_117_100.jpg,30
5043,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_119_100.jpg,30
5044,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_168_100.jpg,30
5045,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_188_100.jpg,30
5046,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_199_100.jpg,30
5047,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_200_100.jpg,30
5048,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_201_100.jpg,30
5049,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_202_100.jpg,30
5050,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_204_100.jpg,30
5051,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_211_100.jpg,30
5052,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_225_100.jpg,30
5053,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_247_100.jpg,30
5054,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_248_100.jpg,30
5055,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_261_100.jpg,30
5056,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_262_100.jpg,30
5057,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_263_100.jpg,30
5058,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_264_100.jpg,30
5059,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_265_100.jpg,30
5060,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_266_100.jpg,30
5061,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_267_100.jpg,30
5062,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_268_100.jpg,30
5063,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_269_100.jpg,30
5064,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_272_100.jpg,30
5065,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_273_100.jpg,30
5066,E:\Tensorflow_Automatic_Training/fruits-360/Test/Cherry Wax Black/r_274_100.jpg,30
